"This is a widget for the Welcome Tab. This block shows to users a search field to search for their friends who might be members of the site. This enables them to easily and quickly add them as friends to grow their network on your site.";"This is a widget for the Welcome Tab. This block shows to users a search field to search for their friends who might be members of the site. This enables them to easily and quickly add them as friends to grow their network on your site." 
"Welcome: Profile Photo Uploading";"Welcome: Profile Photo Uploading"
"This is a widget for the Welcome Tab. This block will enable users to easily and quickly upload a profile photo, thus increasing trust on your website.";"This is a widget for the Welcome Tab. This block will enable users to easily and quickly upload a profile photo, thus increasing trust on your website."
"Welcome: Custom Blocks";"Welcome: Custom Blocks"
"This is a widget for the Welcome Tab. You can use custom blocks to show welcome content to users which is different from the already available blocks. For example, you can introduce those features / aspects of your website that form your site's most important core features. To manage content of this widget, please go to the Custom Blocks tab in Welcome Settings of Advanced Activity Feeds plugin.";"This is a widget for the Welcome Tab. You can use custom blocks to show welcome content to users which is different from the already available blocks. For example, you can introduce those features / aspects of your website that form your site's most important core features. To manage content of this widget, please go to the Custom Blocks tab in Welcome Settings of Advanced Activity Feeds plugin."
"Welcome: Welcome Message";"Welcome: Welcome Message"
"This is a widget for the Welcome Tab. This block shows to users a welcome message with their name in it, thus increasing personalization on your website.";"This is a widget for the Welcome Tab. This block shows to users a welcome message with their name in it, thus increasing personalization on your website." 


# File Path: Advancedactivity/View/Helper/AaFluentList.php

"and";"and"



# File Path: Advancedactivity/widgets/advancedactivityfacebook-userfeed/Controller.php

"See people who like this item";"See people who like this item"
"others";"others"
"You and ";"You and "
"like this.";"like this."
"You like this.";"You like this."
"people";"people"



# File Path: Advancedactivity/widgets/advancedactivityfacebook-userfeed/index.tpl

"You need to be logged into Facebook to see your Facebook News Feed.";"You need to be logged into Facebook to see your Facebook News Feed."
"Click here";"Click here"
"Ask specific people to answer";"Ask specific people to answer"
"Ask Friends";"Ask Friends"
"You and %s like this.";"You and %s like this."
"View all %s Comments";"View all %s Comments"
"%s shares";"%s shares"
"Write a comment...";"Write a comment..."
"Post Comment";"Post Comment"
"No Feed items to display. Try";"No Feed items to display. Try"
"refreshing";"refreshing"
"%d new update is available - click this to show it.";"%d new update is available - click this to show it.";"%d new updates are available - click this to show them."
"What's on your mind?";"What's on your mind?"
"There are no more posts to show.";"There are no more posts to show."



# File Path: Advancedactivity/widgets/advancedactivitytwitter-userfeed/index.tpl

"You need to be logged into Twitter to see your Twitter tweets.";"You need to be logged into Twitter to see your Twitter tweets."
"Twitter is currently experiencing technical issues, please try again later.";"Twitter is currently experiencing technical issues, please try again later."
"Tweet";"Tweet"
"You will be able to vertically adjust the position of widgets on Welcome Tab page from the Layout Editor.";"You will be able to vertically adjust the position of widgets on Welcome Tab page from the Layout Editor."
"Welcome to %s, %s! What's next?";"Welcome to %s, %s! What's next?"
"Search for People";"Search for People"
"Search by name or look for classmates and coworkers.";"Search by name or look for classmates and coworkers."
"Search";"Search"
"Upload a profile picture";"Upload a profile picture"
"Upload a Photo";"Upload a Photo"
"From your computer";"From your computer"
"Welcome";"Welcome"
"What's New!";"What's New!"
"Facebook";"Facebook"
"Twitter";"Twitter"
"Connect to Facebook";"Connect to Facebook"
"Connect to Twitter";"Connect to Twitter"
"Logout";"Logout"
"Refresh";"Refresh"
"%d new update is available - click this to show it.";"%d new update is available - click this to show it.";"%d new updates are available - click this to show them."
"The post was not added to the feed. Please check your %1$sprivacy settings%2$s.";"The post was not added to the feed. Please check your %1$sprivacy settings%2$s."
"Activity Item Not Found";"Activity Item Not Found"
"The page you have attempted to access could not be found.";"The page you have attempted to access could not be found."
"Nothing has been posted here yet - be the first!";"Nothing has been posted here yet - be the first!"



# File Path: Advancedactivity/widgets/advancedactivityfacebook-userfeed/index.tpl

"Click here";"Click here"
"See More";"See More"
"%s";"%s"
"Leave a comment";"Leave a comment"
"Comment";"Comment"
"Show/Hide comments and likes";"Show/Hide comments and likes"
"Ask specific people to answer";"Ask specific people to answer"
"Ask Friends";"Ask Friends"



# File Path: Advancedactivity/views/scripts/admin-manage/content-lists.tpl

"Content Lists";"Content Lists"
"Below, you can choose and order the content types over which users should be able to filter their home page activity feeds. Drag and drop items to arrange their sequence. You can assign a higher positioning to content types that are more important for your community. You can also add a new content type below. You can add content type from any 3rd-party plugin also for filtering. <br /> With such content lists, users can see all updates for content of a particular type, like all updates from Pages, all updates related to Photos, etc.";"Below, you can choose and order the content types over which users should be able to filter their home page activity feeds. Drag and drop items to arrange their sequence. You can assign a higher positioning to content types that are more important for your community. You can also add a new content type below. You can add content type from any 3rd-party plugin also for filtering. <br /> With such content lists, users can see all updates for content of a particular type, like all updates from Pages, all updates related to Photos, etc."
"Add a Content Type";"Add a Content Type"
"Content Filter Type";"Content Filter Type"
"Title";"Title"
"Enabled";"Enabled"
"Options";"Options"
"Edit";"Edit"
"Disable Filtering over this Content Type";"Disable Filtering over this Content Type"
"Enable Filtering over this Content Type";"Enable Filtering over this Content Type"
"Delete";"Delete"
"Save Order";"Save Order"
"A change in the order of the tabs has been detected. If you click Cancel, all unsaved changes will be lost. Click OK to save change and proceed.";"A change in the order of the tabs has been detected. If you click Cancel, all unsaved changes will be lost. Click OK to save change and proceed."



# File Path: Advancedactivity/views/scripts/admin-manage/custom-lists.tpl

"Custom Lists";"Custom Lists"
"Below, you can choose and order the content types over which users should be able to create custom lists to filter their home page activity feeds. Drag and drop items to arrange their sequence. You can assign a higher positioning to content types that are more important for your community. You can also add a new content type for custom lists below. You can add content type from any 3rd-party plugin also for custom lists for filtering. <br />For every custom list, users can compose them from multiple items of different content types from the ones selected by you. It is recommended that for custom lists, you choose content types in which content have their own updates / activity feed, like Groups, Events, Directory Items / Pages, Listings, Users, etc. <br /> With their custom lists, users can choose to easily see updates from their favorite content items and friends that they are interested in. For example, a user can create a custom list called ""Football"" in which he can add a Group related to Football, a Football Event, a Page of Football Club, Friends he plays Football with, etc, so that he can receive updates related to Football in that list.";"Below, you can choose and order the content types over which users should be able to create custom lists to filter their home page activity feeds. Drag and drop items to arrange their sequence. You can assign a higher positioning to content types that are more important for your community. You can also add a new content type for custom lists below. You can add content type from any 3rd-party plugin also for custom lists for filtering. <br />For every custom list, users can compose them from multiple items of different content types from the ones selected by you. It is recommended that for custom lists, you choose content types in which content have their own updates / activity feed, like Groups, Events, Directory Items / Pages, Listings, Users, etc. <br /> With their custom lists, users can choose to easily see updates from their favorite content items and friends that they are interested in. For example, a user can create a custom list called ""Football"" in which he can add a Group related to Football, a Football Event, a Page of Football Club, Friends he plays Football with, etc, so that he can receive updates related to Football in that list."
"Resource Type";"Resource Type"
"Disable from Custom Lists";"Disable from Custom Lists"
"Enable from Custom Lists";"Enable from Custom Lists"



# File Path: Advancedactivity/views/scripts/admin-manage/delete-content.tpl

"Delete Content Type?";"Delete Content Type?"
"Are you sure that you want to delete this Content? It will not be recoverable after being deleted.";"Are you sure that you want to delete this Content? It will not be recoverable after being deleted."



# File Path: Advancedactivity/views/scripts/admin-manage/delete-custom.tpl

"Are you sure that you want to delete this content type from availability for custom lists? You can also choose to disable it from custom lists using the icon in the table.";"Are you sure that you want to delete this content type from availability for custom lists? You can also choose to disable it from custom lists using the icon in the table."



# File Path: Advancedactivity/views/scripts/admin-manage/navigation.tpl

"Manage Lists";"Manage Lists"
"Lists enable users to filter activity feeds. Users can filter based on already existing lists, or create custom lists by choosing friends and content. Below, you can highly configure the way lists work for users.";"Lists enable users to filter activity feeds. Users can filter based on already existing lists, or create custom lists by choosing friends and content. Below, you can highly configure the way lists work for users."



# File Path: Advancedactivity/views/scripts/admin-report/index.tpl

"Are you sure that you want to delete this report?";"Are you sure that you want to delete this report?"
"Abuse Reports";"Abuse Reports"
"This page lists all of the reports your users have sent in regarding inappropriate activity feeds content. Below, you can view the content for each report by using the ""take action"" option and can perform various actions on the report.";"This page lists all of the reports your users have sent in regarding inappropriate activity feeds content. Below, you can view the content for each report by using the ""take action"" option and can perform various actions on the report."
"%s report found";"%s report found";"%s reports found"
"ID";"ID"
"Reporter";"Reporter"
"Description";"Description"
"Date";"Date"
"Options";"Options"
"take action";"take action"
"dismiss";"dismiss"
"Dismiss Selected";"Dismiss Selected"
"There are currently no outstanding abuse reports.";"There are currently no outstanding abuse reports."



# File Path: Advancedactivity/views/scripts/admin-report/delete.tpl

"Delete Report?";"Delete Report?"
"Are you sure that you want to delete this report? It will not be recoverable after being deleted.";"Are you sure that you want to delete this report? It will not be recoverable after being deleted."
"or";"or"
"Shared with %s";"Shared with %s"



# File Path: Advancedactivity/views/scripts/admin-settings/custom-block-create.tpl

"Back to Custom Blocks for Welcome Tab";"Back to Custom Blocks for Welcome Tab"
"Number of friends";"Number of friends"
"Number of days since signup";"Number of days since signup"



# File Path: Advancedactivity/views/scripts/admin-settings/custom-block-delete.tpl

"Delete this Custom Block?";"Delete this Custom Block?"
"Are you sure that you want to delete this Custom Block? It will not be recoverable after being deleted.";"Are you sure that you want to delete this Custom Block? It will not be recoverable after being deleted."



# File Path: Advancedactivity/views/scripts/admin-settings/enabled.tpl

"Disable this Custom Block?";"Disable this Custom Block?"
"Are you sure that you want to disable this block from Custom Blocks? After being disabled this will not be shown in the Welcome Tab.";"Are you sure that you want to disable this block from Custom Blocks? After being disabled this will not be shown in the Welcome Tab."
"Disable";"Disable"
"Enable this Custom Block?";"Enable this Custom Block?"
"Are you sure that you want to enable this block in Custom Blocks? After being enabled this will be shown in the Welcome Tab.";"Are you sure that you want to enable this block in Custom Blocks? After being enabled this will be shown in the Welcome Tab."
"Enable";"Enable"
"<div class=""tip""><span>Note: Your website does not have the latest version of ""%s"". Please upgrade ""%s"" on your website to the latest version available in your SocialEngineAddOns Client Area to enable its integration with ""Advanced Activity Feeds / Wall Plugin"".</span></div>";"<div class=""tip""><span>Note: Your website does not have the latest version of ""%s"". Please upgrade ""%s"" on your website to the latest version available in your SocialEngineAddOns Client Area to enable its integration with ""Advanced Activity Feeds / Wall Plugin"".</span></div>" 
"The Facebook Application details (App ID or App Secret) entered by you are incorrect. Please click <a href=""%s/admin/user/settings/facebook"" target= ""_blank"" >here</a> to enter them correctly.";"The Facebook Application details (App ID or App Secret) entered by you are incorrect. Please click <a href=""%s/admin/user/settings/facebook"" target= ""_blank"" >here</a> to enter them correctly."
"The Twitter Application details (App ID or App Secret) entered by you are incorrect. Please click <a href=""%s/admin/user/settings/twitter"" target= ""_blank"" >here</a> to enter them correctly.";"The Twitter Application details (App ID or App Secret) entered by you are incorrect. Please click <a href=""%s/admin/user/settings/twitter"" target= ""_blank"" >here</a> to enter them correctly." 


# File Path: Advancedactivity/views/scripts/admin-settings/manage-custom-block.tpl

"A change in the order has been detected. If you click OK, all unsaved changes will be lost. Click Cancel to stay on this page and save your changes.";"A change in the order has been detected. If you click OK, all unsaved changes will be lost. Click Cancel to stay on this page and save your changes."
"Are you sure you want to delete the selected Custom Block? They will not be recoverable after being deleted.";"Are you sure you want to delete the selected Custom Block? They will not be recoverable after being deleted."
"Custom Blocks for Welcome Tab";"Custom Blocks for Welcome Tab"

"Below you can create and manage Custom Blocks for the Welcome Tab. You can use custom blocks to show welcome content to users which is different from the already available blocks. For example, you can introduce those features / aspects of your website that form your site's most important core features. You can order the blocks in desired sequence using drag-and-drop below. Note that for custom blocks to be visible, you must place the ""Welcome: Custom Blocks"" widget in Welcome Tab page from the Layout Editor.";"Below you can create and manage Custom Blocks for the Welcome Tab. You can use custom blocks to show welcome content to users which is different from the already available blocks. For example, you can introduce those features / aspects of your website that form your site's most important core features. You can order the blocks in desired sequence using drag-and-drop below. Note that for custom blocks to be visible, you must place the ""Welcome: Custom Blocks"" widget in Welcome Tab page from the Layout Editor."


"Successfully create";"Successfully create"
"Custom Block.";"Custom Block."
"Back to Welcome Tab Settings";"Back to Welcome Tab Settings"
"Block Title";"Block Title"
"Limitation";"Limitation"
"Status";"Status"
"Friend: %s";"Friend: %s";"Friends: %s"
"Signup Day: %s";"Signup Day: %s";"Signup Days: %s"
"Enable from Welcome Tab";"Enable from Welcome Tab"
"Disable from Welcome Tab";"Disable from Welcome Tab"
"edit";"edit"
"delete";"delete"
"Delete Selected";"Delete Selected"
"There are no custom block available.";"There are no custom block available."



# File Path: Advancedactivity/views/scripts/admin-settings/readme.tpl

"Please go through these important points and proceed by clicking the button at the bottom of this page.";"Please go through these important points and proceed by clicking the button at the bottom of this page."
"Proceed to enter License Key";"Proceed to enter License Key"



# File Path: Advancedactivity/views/scripts/admin-settings/welcome-settings.tpl

"You will be able to vertically adjust the position of widgets on Welcome Tab page from the Layout Editor.";"You will be able to vertically adjust the position of widgets on Welcome Tab page from the Layout Editor."
"Welcome Tab Settings";"Welcome Tab Settings"
"Below, you can configure the settings for the various blocks of Welcome Tab. Note that the Welcome Tab content can be placed anywhere on your website from the Layout Editor. It is a part of the Advanced Activity Feeds widget, and you can choose to show this tab from the Edit Settings of the widget.<br />You can use this feature to show welcome / introductory content to users. This tab will display welcome content to users and enable them to quickly familiarize and grow their network in your community. There are some pre-built widgets for this tab which easily and quickly get users going on your website, and you can also create your custom content. This feature enables users to quickly get familiar with your website, thus converting signups to frequent logins.<br />With below intelligent settings, you can configure Welcome Tab content such that different users are shown different content depending on their number of friends, and days since signup on you site.<br />You will be able to vertically adjust the position of widgets on Welcome Tab page from the <a href=""%s"">Layout Editor</a>.<br />";"Below, you can configure the settings for the various blocks of Welcome Tab. Note that the Welcome Tab content can be placed anywhere on your website from the Layout Editor. It is a part of the Advanced Activity Feeds widget, and you can choose to show this tab from the Edit Settings of the widget.<br />You can use this feature to show welcome / introductory content to users. This tab will display welcome content to users and enable them to quickly familiarize and grow their network in your community. There are some pre-built widgets for this tab which easily and quickly get users going on your website, and you can also create your custom content. This feature enables users to quickly get familiar with your website, thus converting signups to frequent logins.<br />With below intelligent settings, you can configure Welcome Tab content such that different users are shown different content depending on their number of friends, and days since signup on you site.<br />You will be able to vertically adjust the position of widgets on Welcome Tab page from the <a href=""%s"">Layout Editor</a>.<br />"



# File Path: Advancedactivity/views/scripts/custom-list/get-content-items.tpl

"No items were found matching this criteria.";"No items were found matching this criteria."
"Loading ...";"Loading ..."



# File Path: Advancedactivity/views/scripts/custom-list/edit.tpl
"Edit your list for viewing updates by choosing content items and friends below.";"Edit your list for viewing updates by choosing content items and friends below."
"Enter List Title...";"Enter List Title..."
"Search";"Search"
"Choose:";"Choose:"
"Selected (%s)";"Selected (%s)"
"Edit list with %s items";"Edit list with %s items"
"Please enter a List Title.";"Please enter a List Title."



# File Path: Advancedactivity/views/scripts/custom-list/create.tpl

"Create a new list for viewing updates by choosing content items and friends below.";"Create a new list for viewing updates by choosing content items and friends below."
"Choose :";"Choose :"
"Create list with %s items";"Create list with %s items"
"Please enter a List Title.";"Please enter a List Title."



# File Path: Advancedactivity/views/scripts/feed/edit-hide-options.tpl

"Edit Activity Feed Settings";"Edit Activity Feed Settings"
"You have hidden Activity Feeds from:";"You have hidden Activity Feeds from:"
"Remove";"Remove"
"You have not hidden activity feeds from any sources.";"You have not hidden activity feeds from any sources."
"Save";"Save"



# File Path: Advancedactivity/views/scripts/feed/get-others-post.tpl

"Members";"Members"
"View More";"View More"
"Close";"Close"



# File Path: Advancedactivity/views/scripts/feed/remove-tag.tpl

"Remove Tag?";"Remove Tag?"
"Are you sure that you want to remove this tag?";"Are you sure that you want to remove this tag?"
"Continue";"Continue"



# File Path: Advancedactivity/views/scripts/feed/tag-friend.tpl

"Tag Friends";"Tag Friends"
"Search by Name";"Search by Name"
"Selected";"Selected"
"Search all friends";"Search all friends"
"No friend were found.";"No friend were found."
"Submit";"Submit"



# File Path: Advancedactivity/views/scripts/feed/view-more-results.tpl

"Tagged Friends";"Tagged Friends"



# File Path: Advancedactivity/views/scripts/index/viewcomment.tpl

"Comment:";"Comment:"
"Images has been set successfully.";"Images has been set successfully."



# File Path: Advancedactivity/views/scripts/index/share-item.tpl

"People Who Shared This";"People Who Shared This"
"You can only see shares that are visible to you in your activity feeds.";"You can only see shares that are visible to you in your activity feeds."



# File Path: Advancedactivity/views/scripts/index/index.tpl

"Emoticons";"Emoticons"



# File Path: Advancedactivity/views/scripts/index/delete.tpl

"Delete Comment?";"Delete Comment?"
"Delete Activity Item?";"Delete Activity Item?"
"Are you sure that you want to delete this comment? This action cannot be undone.";"Are you sure that you want to delete this comment? This action cannot be undone."
"Are you sure that you want to delete this activity item and all of its comments? This action cannot be undone.";"Are you sure that you want to delete this activity item and all of its comments? This action cannot be undone."



# File Path: Advancedactivity/views/scripts/index/add-more-list.tpl

"Start typing...";"Start typing..."
"Share with %s";"Share with %s"
"Enter the lists of friends with which you want to share this post.";"Enter the lists of friends with which you want to share this post."
"These Friend Lists";"These Friend Lists"
"You can add maximum of 10 lists.";"You can add maximum of 10 lists."
"Done";"Done"
"There are currently no activity feed.";"There are currently no activity feed."



# File Path: Advancedactivity/views/scripts/widgets-feed/profile-content-tabs.tpl

"Owner";"Owner"
"Friends";"Friends"
"Everyone";"Everyone"



# File Path: Advancedactivity/views/scripts/widgets-feed/content-tabs.tpl

"Edit this List";"Edit this List"
"Create a List";"Create a List"
"Settings";"Settings"
"Filter";"Filter"



# File Path: Advancedactivity/views/scripts/_aafcomposer.tpl

"Add People";"Add People"
"Insert Emoticons";"Insert Emoticons"
"Who are you with?";"Who are you with?"
"Share with %s";"Share with %s"
"Everyone";"Everyone"
"Friends &amp; Networks";"Friends &amp; Networks"
"Friends Only";"Friends Only"
"Choose multiple Friend Lists to share with.";"Choose multiple Friend Lists to share with."
"Custom";"Custom"
"Post Something...";"Post Something..."
"You have currently not organized your friends into lists. To create new friend lists, go to the "Friends" section of ";"You have currently not organized your friends into lists. To create new friend lists, go to the "Friends" section of "
"your profile";"your profile"
"You have currently created only one list to organize your friends. Create more friend lists from the
"Friends" section of ";"You have currently created only one list to organize your friends. Create more friend lists from the "Friends" section of "



# File Path: Advancedactivity/views/scripts/_activityText.tpl

"The action you are looking for does not exist.";"The action you are looking for does not exist."
"This story is now hidden from your Activity Feed.";"This story is now hidden from your Activity Feed."
"Undo";"Undo"
"Hide all by ";"Hide all by "
"To mark it offensive, please ";"To mark it offensive, please "
"file a report";"file a report"
"Stories from %s are hidden now and will not appear in your Activity Feed anymore.";"Stories from %s are hidden now and will not appear in your Activity Feed anymore."
"Hide";"Hide"
"Report Feed";"Report Feed"
"Hide all by %s";"Hide all by %s"
"Delete Post";"Delete Post"
"Unlike";"Unlike"
"Like";"Like"
"Like this item";"Like this item"
"Leave a comment";"Leave a comment"
"Tag Friends";"Tag Friends"
"Tag more friends";"Tag more friends"
"Remove Tag";"Remove Tag"
"Share this by re-posting it with your own message.";"Share this by re-posting it with your own message."
"%s share";"%s share";"%s shares"
"%s likes this.";"%s likes this.";"%s like this."
"%s person likes this";"%s person likes this";"%s people like this"
"View all %s comment";"View all %s comment";"View all %s comments"
"Delete Comment";"Delete Comment"
"Are you sure that you want to delete this activity item? This action cannot be undone.";"Are you sure that you want to delete this activity item? This action cannot be undone."
"Are you sure that you want to delete this comment? This action cannot be undone.";"Are you sure that you want to delete this comment? This action cannot be undone."
"Delete Comment?";"Delete Comment?"
 


# File Path: Advancedactivity/views/scripts/_birthdayActivityText.tpl

"%1$s  wrote on %2$s's Wall for birthday.";"%1$s  wrote on %2$s's Wall for birthday."
"%1$s  and %2$s also wrote on %3$s's Wall for birthday.";"%1$s  and %2$s also wrote on %3$s's Wall for birthday."
"%s other friends";"%s other friends"
"%1$s  and %2$s also wrote on %3$s's Wall for birthday.";"%1$s  and %2$s also wrote on %3$s's Wall for birthday."
"Birthday:";"Birthday:"
"Write on %s's Wall";"Write on %s's Wall"
"Write on %s's Wall...";"Write on %s's Wall..."
"See %1$s more feed";"See %1$s more feed";"See %1$s more feeds"



# File Path: Advancedactivity/views/scripts/_composeFacebook.tpl

"Publish this on Facebook";"Publish this on Facebook"
"Publish this on ";"Publish this on "
"Publish this on Twitter";"Publish this on Twitter"
"Edit Thumbnail";"Edit Thumbnail"
"Apply Changes";"Apply Changes"
"The action you are looking for does not exist.";"The action you are looking for does not exist."



"ADVANCED_ACTIVITY_PLUGIN_NAME";"Advanced Activity Feeds / Wall"
"Plugin";"Plugin"
"AAF_HIDE_USER_TYPE_TITLE";"Users"
"AAF_HIDE_SITEPAGE_PAGE_TYPE_TITLE";"Pages"

# notify_sitepage_tagged
"_EMAIL_NOTIFY_SITEPAGE_TAGGED_TITLE";"Page Tagged"
"_EMAIL_NOTIFY_SITEPAGE_TAGGED_DESCRIPTION";"This email is sent to the member when someone tags thier page."
"_EMAIL_NOTIFY_SITEPAGE_TAGGED_SUBJECT";"[subject_title] has tagged [page_title] in a [object_type_name]."
"_EMAIL_NOTIFY_SITEPAGE_TAGGED_BODY";"[header]

[subject_title] has tagged [page_title] in a [object_type_name]. To view the post, please click on the link below :

http://[host][object_link]

[footer]"

"_WELCOME_MESSAGE_STRING";"Welcome to [COMMUNITY_NAME], [VIEWER_TITLE]! What's next?"

##### Webcam Languages #####
"Take a Profile Picture";"Take a Profile Picture"
"Capture";"Capture"
"Re-take";"Re-take"

"ACTIVITY_TYPE_AAF_TAGGED";"When my content is tagged."

# notify_aaf_tagged
"_EMAIL_NOTIFY_AAF_TAGGED_TITLE";"Item Tagged"
"_EMAIL_NOTIFY_AAF_TAGGED_DESCRIPTION";"This email is sent to the member when someone tags thier content."
"_EMAIL_NOTIFY_AAF_TAGGED_SUBJECT";"[subject_title] has tagged [item_title] in a [object_type_name].""_EMAIL_NOTIFY_AAF_TAGGED_BODY";"[header]

[subject_title] has tagged [item_title] in a [object_type_name]. To view the post, please click on the link below :

http://[host][object_link]

[footer]"


"Cancel";"Cancel"
"Send Message";"Send Message"
"or";"or"
"Send a message";"Send a message"
"To:";"To:"
"Subject";"Subject:"
"Message";"Message"
"LinkedIn is currently experiencing technical issues, please try again later.";"LinkedIn is currently experiencing technical issues, please try again later."
"Post Comment";"Post Comment"
"See previous comments";"See previous comments"
"Comment";"Comment"
"Click to comment on this update";"Click to comment on this update"
"Click to unlike this update";"Click to unlike this update"
"Clike to like this update";"Clike to like this update"
"is now your connection.";"is now your connection."
"has an updated profile";"has an updated profile"
"has added new profile links:";"has added new profile links:"
"has an updated current title:";"has an updated current title:"
"more";"more"
"has added skills:";"has added skills:"
"joined the group";"joined the group"
" has a new profile photo";" has a new profile photo"
"is now connected to";"is now connected to"
"You need to be logged into LinkedIn to see your LinkedIn Connections Feed.";"You need to be logged into LinkedIn to see your LinkedIn Connections Feed."
"Connect to LinkedIn";"Connect to LinkedIn"
"LinkedIn";"LinkedIn"
"recommends";"recommends"
"Do not publish this on Facebook";"Do not publish this on Facebook"
"Do not publish this on Twitter";"Do not publish this on Twitter"
"Do not publish this on LinkedIn";"Do not publish this on LinkedIn"
"Publish this on LinkedIn";"Publish this on LinkedIn"
"Your message was successfully sent.";"Your message was successfully sent."
"An error occured. Please try again after some time.";"An error occured. Please try again after some time."
"Disable Comments";" Disable Comments"
"Enable Comments";"Enable Comments"
"Lock this Feed";"Lock this Feed"
"Unlock this Feed";"Unlock this Feed"
"Multiple Networks";"Multiple Networks"
"Choose multiple Networks to share with.";"Choose multiple Networks to share with."
"Multiple Friend Lists";"Multiple Friend Lists"
"ADMIN_ACTIVITY_TYPE_SHARE";"When a user (subject) shares content and activity feeds."
"_ACTIVITY_ACTIONTYPE_SHARE";"Shared"
"shared";"shared"
"a link"; "a link"
"%1$s and %2$s ";"%1$s and %2$s "
"%s others";"%s others"
" likes";" likes"
"like ";"like "
"Select the networks with which you want to share this post.";"Select the networks with which you want to share this post."
